11,468.3467,11,401.3834,11,464.1724,11,470.9297,10.32
12,254.8437,12,349.7471,12,291.869,12,344.6141,52.55
13,1812.3075,13,1438.1528,13,1695.1745,13,1673.8993,10.31
14,501.9805,14,1300.3705,14,349.9195,14,481.5463,29.17
15,575.952,15,331.0341,15,680.6834,15,497.6793,19.6
16,757.5131,16,1142.5158,16,629.7534,16,485.5986,24.09
17,4611.5726,17,3550.3132,17,4481.8402,17,2678.4262,10.32
18,1515.4337,18,1173.6843,18,811.8512,18,1573.415,10.09
19,325.6168,19,229.9627,19,256.0132,19,251.1297,10.32
20,599.9208,20,743.1959,20,630.7984,20,695.7669,9.8
21,301.3405,21,221.2447,21,220.8821,21,243.6827,10.32
22,446.6193,22,527.192,22,478.4127,22,451.9488,9.8
23,494.1103,23,410.169,23,388.4166,23,452.5967,10.32
24,439.9114,24,490.6153,24,432.2709,24,306.027,9.8
25,475.6916,25,391.0494,25,377.4154,25,420.5291,10.32
26,557.744,26,613.7835,26,524.0462,26,472.1619,10.09
27,480.7677,27,405.2661,27,372.3413,27,399.3059,10.32
28,336.2035,28,339.5581,28,352.1401,28,247.5518,9.8
29,479.9951,29,387.5043,29,380.7789,29,433.1271,10.32
30,616.852,30,690.2599,30,567.229,30,525.5804,8.92
31,475.4316,31,425.6902,31,392.0853,31,375.5462,10.32
32,362.8069,32,254.4004,32,296.6595,32,296.8831,10.09
33,466.9266,33,406.1999,33,364.7131,33,417.7787,10.32
34,617.6316,34,674.9477,34,570.031,34,530.9883,9.8
35,522.5225,35,399.9195,35,471.662,35,447.2584,10.32
36,314.0728,36,460.2324,36,171.745,36,269.2928,8.92
37,410.0826,37,485.1882,37,428.6208,37,366.1163,10.32
38,624.2537,38,590.5258,38,547.9207,38,527.523,9.8
39,741.3274,39,468.0044,39,458.2154,39,611.2605,10.32
40,219.7544,40,505.5049,40,422.4862,40,260.3835,11.35
41,467.8299,41,548.3363,41,412.0772,41,344.3119,10.32
42,615.8958,42,589.1103,42,560.2699,42,531.4175,9.8
43,607.5401,43,450.0437,43,456.9658,43,599.7266,10.32
44,215.9339,44,497.3949,44,418.276,44,270.4674,10.09
45,491.3495,45,532.7886,45,361.9404,45,365.6461,10.32
46,596.4931,46,542.4466,46,555.9203,46,522.7393,9.8
47,572.7658,47,472.4072,47,570.0746,47,602.8003,10.32
48,437.8682,48,492.3932,48,189.31,48,261.252,8.92
49,448.7489,49,582.5171,49,421.3289,49,353.5065,10.32
50,625.805,50,641.8703,50,553.9704,50,531.0811,9.8
51,649.811,51,461.0623,51,433.3297,51,591.6806,10.32
52,158.1433,52,488.5494,52,411.4128,52,240.8351,9.82
53,462.8383,53,434.5107,53,424.7223,53,311.055,10.32
54,590.5929,54,606.5992,54,537.8908,54,530.5792,9.8
55,551.2642,55,441.9446,55,425.5535,55,580.488,10.32
56,307.501,56,513.4154,56,434.1147,56,303.6394,8.92
57,460.1327,57,410.306,57,373.2634,57,386.6247,10.32
58,594.5188,58,572.818,58,543.5151,58,506.3904,9.8
59,539.1455,59,397.6868,59,407.6193,59,470.07,10.32
60,213.4485,60,456.9787,60,340.3591,60,197.834,10.09
61,455.7454,61,436.6877,61,332.1828,61,376.2756,10.32
62,603.8518,62,620.6724,62,569.5886,62,530.4091,9.8
63,586.5074,63,471.2952,63,611.4833,63,565.1615,10.32
64,396.3166,64,477.0657,64,167.3502,64,252.9864,8.92
65,425.4703,65,595.6014,65,453.0766,65,373.7664,10.32
66,624.6778,66,661.1875,66,544.0045,66,534.9017,10.09
67,732.206,67,470.9865,67,435.9178,67,594.7277,10.32
68,191.1597,68,488.7814,68,409.6424,68,237.2535,11.35
69,453.3846,69,438.4762,69,471.3216,69,331.9651,10.32
70,614.64,70,618.2069,70,538.5565,70,531.4758,9.8
